direccion_completa,lat,long,estado,horas,nombre,fecha
"Adrogué, Buenos Aires, Argentina","-34.8012352","-58.3889046","hay-luz",\N,"Almirante Brown","2013-12-25 19:15:02"
"Gavilán 1443, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6135504","-58.4677239","hay-luz",\N,"Villa Gral. Mitre","2013-12-25 19:28:42"
"Chile 1448, Villa Raffo, Buenos Aires, Argentina","-34.6080622","-58.5319608","corte-amplio","5","Tres de Febrero","2013-12-25 19:33:06"
"La Pampa 1242, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5578901","-58.4424075","corte-amplio","6","Belgrano","2013-12-25 19:36:30"
"Av Emilio Castro 7100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6532788","-58.518153","hay-luz",\N,"Mataderos","2013-12-25 19:48:22"
"Av Directorio 3000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6359848","-58.4690032","hay-luz",\N,"Flores","2013-12-25 19:51:41"
"Santo Tome 3600, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6086747","-58.4937893","hay-luz","24","Villa del Parque","2013-12-25 19:54:26"
"Santo Tome 3600, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6086747","-58.4937893","corte-cuadra","24","Villa del Parque","2013-12-25 19:55:36"
"Ana María Janer 5900, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6808139","-58.473758","hay-luz",\N,"Villa Lugano","2013-12-25 19:58:29"
"Tandil 3836, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6404166","-58.4773561","hay-luz",\N,"Parque Avellaneda","2013-12-25 20:06:13"
"Paraná 39, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6084422","-58.3876561","hay-luz",\N,"San Nicolás","2013-12-25 20:07:22"
"Av Rivadavia 2556, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.609937","-58.402628","hay-luz",\N,"Balvanera","2013-12-25 20:09:19"
"Recoleta - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5905556","-58.3905556","hay-luz",\N,"Recoleta","2013-12-25 20:09:50"
"Av Bartolomé Mitre, Avellaneda, Buenos Aires, Argentina","-34.6617794","-58.3658295","corte-amplio","10","Avellaneda","2013-12-25 20:14:19"
"Capdevila 3057, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5692355","-58.4906833","hay-luz",\N,"Villa Urquiza","2013-12-25 20:21:02"
"Villa Devoto - Buenos Aires, Argentina","-34.6","-58.5166667","corte-amplio","98","Villa Devoto","2013-12-25 20:42:11"
"Av Rivadavia 7900, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6323549","-58.4756421","hay-luz",\N,"Floresta","2013-12-25 20:44:03"
"Buenos Aires, Argentina","-34.6037232","-58.3815931","corte-cuadra","4","San Nicolás","2013-12-25 20:48:39"
"Rosario, Santa Fe, Argentina","-32.9507408","-60.6665001","hay-luz",\N,"Rosario","2013-12-25 20:57:09"
"Av Lafuente 150, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6323312","-58.4674195","hay-luz",\N,"Flores","2013-12-25 21:01:10"
"Neuquén 1460, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6157234","-58.4541592","hay-luz",\N,"Caballito","2013-12-25 21:14:18"
"Acceso A Carlos Casares, Victoria, Buenos Aires, Argentina","-34.4655571","-58.5696259","hay-luz",\N,"San Fernando","2013-12-25 21:25:29"
"Nogoyá 3400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.605057","-58.4955187","corte-amplio","48","Villa del Parque","2013-12-25 21:42:07"
"Bolaños, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6358566","-58.484375","hay-luz",\N,"Vélez Sársfield","2013-12-25 21:46:15"
"Gral. Madariaga, Lanús Este, Buenos Aires, Argentina","-34.711647","-58.3775521","hay-luz",\N,"Lanús","2013-12-25 21:52:02"
"Arenales 1300, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5945874","-58.3857829","hay-luz",\N,"Retiro","2013-12-25 21:53:50"
"El Palomar, Buenos Aires, Argentina","-34.6266731","-58.5943604","corte-cuadra","12","Morón","2013-12-25 21:58:43"
"Recoleta - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5905556","-58.3905556","hay-luz",\N,"Recoleta","2013-12-25 21:59:47"
"Av Directorio 3300, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6370236","-58.472394","hay-luz",\N,"Parque Avellaneda","2013-12-25 22:00:31"
"Av Lincoln, Buenos Aires, Argentina","-34.5991974","-58.5137863","hay-luz",\N,"Villa Devoto","2013-12-25 22:03:12"
"Manzoni, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6399231","-58.4989967","hay-luz",\N,"Villa Luro","2013-12-25 22:13:57"
"Allende 3000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.613187","-58.5130166","corte-amplio","12","Villa Devoto","2013-12-25 22:23:58"
"Capitán Claudio Rosales, El Palomar, Buenos Aires, Argentina","-34.6252518","-58.5941696","hay-luz",\N,"Morón","2013-12-25 22:30:52"
"Av Francisco Beiro 4000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6037208","-58.5083269","corte-cuadra","2","Villa Devoto","2013-12-25 22:46:11"
"Av San Juan 3000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6244438","-58.4071081","hay-luz",\N,"San Cristóbal","2013-12-25 22:46:24"
"Marcos Sastre, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6132812","-58.5047493","corte-cuadra","1","Monte Castro","2013-12-25 22:50:19"
"Remedios Escalada de San Martín 4381, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6264395","-58.4936126","hay-luz",\N,"Vélez Sársfield","2013-12-25 22:59:05"
"Camarones 2390, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6090316","-58.474181","hay-luz",\N,"Villa Gral. Mitre","2013-12-25 23:03:40"
"Rawson 2851, Ingeniero Budge, Buenos Aires, Argentina","-34.7420696","-58.4520182","corte-amplio","140","Lomas de Zamora","2013-12-25 23:13:37"
"Av Directorio 3756, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6394087","-58.4767956","corte-amplio","8","Parque Avellaneda","2013-12-25 23:13:59"
"Liniers - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6436","-58.5164","corte-cuadra","24","Liniers","2013-12-25 23:21:00"
"Av Nazca 1700, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6144477","-58.4790269","corte-amplio","12","Villa Santa Rita","2013-12-25 23:27:18"
"Bahía Blanca 1800, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6175962","-58.4936503","corte-amplio","6","Monte Castro","2013-12-25 23:30:19"
"Concordia 1400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6189462","-58.4848052","corte-amplio","6","Villa Santa Rita","2013-12-25 23:32:28"
"Del Signo 4042, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5904151","-58.4177118","hay-luz",\N,"Palermo","2013-12-25 23:34:49"
"Mendoza 5440, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5791425","-58.4871523","hay-luz",\N,"Villa Urquiza","2013-12-25 23:35:05"
"Av de Mayo 1316, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6093234","-58.3850497","hay-luz",\N,"Monserrat","2013-12-25 23:54:05"
"Bernal, Buenos Aires, Argentina","-34.7108688","-58.2800827","hay-luz",\N,"Quilmes","2013-12-25 23:57:35"
"Leopardi 152, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6391364","-58.4976419","corte-cuadra","3","Villa Luro","2013-12-26 00:25:19"
"La Pampa 1429, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.559074","-58.444531","hay-luz",\N,"Belgrano","2013-12-26 00:26:11"
"Hortiguera 400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6271412","-58.4454915","hay-luz",\N,"Caballito","2013-12-26 00:29:10"
"Av Segurola 56, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6334731","-58.4830014","hay-luz",\N,"Vélez Sársfield","2013-12-26 00:44:58"
"Bahía Blanca 26, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6331261","-58.480527","hay-luz",\N,"Floresta","2013-12-26 00:45:34"
"Av Castañares 4847, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6670605","-58.4730408","corte-amplio","1","Villa Lugano","2013-12-26 01:03:38"
"Carhué 1189, Villa Tesei, Buenos Aires, Argentina","-34.6244858","-58.6418798","corte-amplio","3","Hurlingham","2013-12-26 01:11:29"
"Olleros 1828, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5655398","-58.4385596","hay-luz",\N,"Palermo","2013-12-26 01:15:00"
"Rodríguez Pena 235, Ramos Mejía, Buenos Aires, Argentina","-34.6382841","-58.5583579","corte-amplio","120","La Matanza","2013-12-26 01:21:17"
"Concordia 1000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.622057","-58.4807885","corte-cuadra","24","Villa Santa Rita","2013-12-26 01:33:01"
"Carlos Tejedor, Boulogne, Buenos Aires, Argentina","-34.4893799","-58.569912","corte-amplio","1","San Isidro","2013-12-26 01:34:22"
"Av del Barco Centenera 345, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6233236","-58.4408244","hay-luz",\N,"Caballito","2013-12-26 01:46:59"
"Palacios 525, Dock Sud, Buenos Aires, Argentina","-34.6595178","-58.3579637","hay-luz",\N,"Avellaneda","2013-12-26 01:56:05"
"Charcas 846, Ramos Mejía, Buenos Aires, Argentina","-34.6452028","-58.5438793","hay-luz",\N,"La Matanza","2013-12-26 02:15:48"
"Tte. Gral. Juan Domingo Perón, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6073112","-58.3992348","hay-luz",\N,"Balvanera","2013-12-26 02:20:39"
"Av Medrano, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6000137","-58.4205246","corte-amplio","3","Almagro","2013-12-26 02:20:44"
"Montañeses 2000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5583607","-58.448108","hay-luz",\N,"Belgrano","2013-12-26 02:25:34"
"Av Juan Bautista Alberdi, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6364784","-58.4773331","hay-luz",\N,"Floresta","2013-12-26 02:26:11"
"Conde 1000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5762272","-58.4531922","corte-cuadra","1","Colegiales","2013-12-26 02:41:17"
"Ciudad de la Paz 1601, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5669889","-58.4538686","hay-luz",\N,"Belgrano","2013-12-26 03:12:29"
"Bolivia 2041, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6089844","-58.4779138","hay-luz",\N,"Villa Gral. Mitre","2013-12-26 03:19:53"
"Campos Salles, Morón, Buenos Aires, Argentina","-34.670414","-58.6261444","hay-luz",\N,"Morón","2013-12-26 03:20:37"
"Santander 725, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6345666","-58.4304626","hay-luz",\N,"Parque Chacabuco","2013-12-26 05:52:29"
"Ranelagh, Buenos Aires, Argentina","-34.793283","-58.1975693","hay-luz",\N,"Berazategui","2013-12-26 06:18:35"
"Av Olazabal 5125, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5766477","-58.4861957","corte-amplio","2","Villa Urquiza","2013-12-26 08:02:20"
"Amenábar 135, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5764917","-58.4402702","hay-luz",\N,"Palermo","2013-12-26 08:11:31"
"Malabia 2215, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5868546","-58.4210191","hay-luz",\N,"Palermo","2013-12-26 08:17:45"
"Allison Bell 1675, Quilmes, Buenos Aires, Argentina","-34.7348307","-58.2346461","corte-cuadra","36","Quilmes","2013-12-26 08:28:50"
"Montes de Oca, Castelar, Buenos Aires, Argentina","-34.6488495","-58.6475182","corte-cuadra","8","Morón","2013-12-26 08:35:13"
"Luis María Drago 130, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6028123","-58.4359248","corte-amplio","24","Villa Crespo","2013-12-26 09:18:04"
"Av 12 de Octubre 3607, Quilmes Oeste, Buenos Aires, Argentina","-34.7450465","-58.294408","hay-luz",\N,"Quilmes","2013-12-26 09:18:27"
"Boedo - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6333333","-58.4166667","hay-luz","1","Boedo","2013-12-26 09:20:08"
"San Pedro 4779, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.651625","-58.4836154","corte-cuadra","96","Parque Avellaneda","2013-12-26 09:27:45"
"Eduardo Araña, Luis Guillón, Buenos Aires, Argentina","-34.8050786","-58.4497585","corte-amplio","24","Esteban Echeverría","2013-12-26 09:28:59"
"Sánchez de Bustamante 1650, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5919391","-58.4102171","hay-luz",\N,"Recoleta","2013-12-26 09:51:54"
"Nicaragua 5460, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5828261","-58.4320126","hay-luz",\N,"Palermo","2013-12-26 09:53:26"
"Bauness 2111, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5776478","-58.4849302","corte-cuadra","10","Villa Urquiza","2013-12-26 09:56:34"
"Malabia 500, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5981635","-58.4385196","hay-luz",\N,"Villa Crespo","2013-12-26 09:57:43"
"Blanco Encalada 4892, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5745873","-58.4847344","hay-luz",\N,"Villa Urquiza","2013-12-26 09:58:54"
"Gral. Güemes 1100, Acassuso, Buenos Aires, Argentina","-34.4781024","-58.4940119","corte-cuadra","10","San Isidro","2013-12-26 09:59:41"
"Bahía Blanca 750, Wilde, Buenos Aires, Argentina","-34.6953309","-58.3121359","corte-amplio","12","Avellaneda","2013-12-26 10:00:09"
"Pastor Obligado 27, Crucesita, Buenos Aires, Argentina","-34.6722484","-58.3528377","hay-luz",\N,"Avellaneda","2013-12-26 10:00:19"
"San José de Calasanz, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.626297","-58.4376907","hay-luz",\N,"Caballito","2013-12-26 10:00:25"
"Miralla 2780, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6639257","-58.4807411","corte-amplio","10","Villa Lugano","2013-12-26 10:00:46"
"Sarandí, Buenos Aires, Argentina","-34.6832581","-58.3439941","hay-luz",\N,"Avellaneda","2013-12-26 10:00:49"
"Ecuador 318, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6064427","-58.4086891","corte-cuadra","1","Balvanera","2013-12-26 10:00:50"
"Tabaré 6644, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6921772","-58.4716597","corte-amplio","15","Villa Riachuelo","2013-12-26 10:00:56"
"Giordano Bruno, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6171955","-58.4413715","hay-luz",\N,"Caballito","2013-12-26 10:01:03"
"Charcas 5192, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5784947","-58.4300146","hay-luz",\N,"Palermo","2013-12-26 10:01:03"
"Perú 590, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6148045","-58.3745825","hay-luz",\N,"Monserrat","2013-12-26 10:01:04"
"Potosí 3859, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6072482","-58.4208255","hay-luz",\N,"Almagro","2013-12-26 10:01:07"
"Remedios de Escalada de San Martín, Valentín Alsina, Buenos Aires, Argentina","-34.6720161","-58.4127655","corte-amplio","12","Lanús","2013-12-26 10:01:19"
"Húsares 2255, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5519604","-58.4434218","hay-luz",\N,"Belgrano","2013-12-26 10:01:23"
"Beruti, Martínez, Buenos Aires, Argentina","-34.493145","-58.5103302","hay-luz",\N,"San Isidro","2013-12-26 10:01:26"
"Río Negro 3030, Córdoba, Argentina","-31.4438845","-64.2147638","corte-amplio","24","Córdoba","2013-12-26 10:01:27"
"Guardia Vieja 4251, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6002928","-58.4245092","corte-cuadra","24","Almagro","2013-12-26 10:01:43"
"Av Córdoba 1464, Rosario, Santa Fe, Argentina","-32.9455139","-60.6432788","hay-luz",\N,"Rosario","2013-12-26 10:01:43"
"Tomás Nother 2673, Rafael Calzada, Buenos Aires, Argentina","-34.7897735","-58.3723018","corte-amplio","12","Almirante Brown","2013-12-26 10:01:44"
"Av Belgrano 4100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6159087","-58.4244711","hay-luz",\N,"Almagro","2013-12-26 10:01:46"
"Gral. Martín de Gainza 925, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6107347","-58.4465919","corte-amplio","4","Caballito","2013-12-26 10:01:47"
"Av Dr. Honorio Pueyrredón, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6062245","-58.4465557","corte-cuadra","8","Villa Crespo","2013-12-26 10:01:49"
"Olleros, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5740471","-58.4460487","hay-luz",\N,"Colegiales","2013-12-26 10:01:51"
"Metan, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6363373","-58.419548","corte-cuadra","2","Boedo","2013-12-26 10:01:55"
"Entre Ríos 395, Morón, Buenos Aires, Argentina","-34.6570508","-58.6152135","hay-luz",\N,"Morón","2013-12-26 10:02:00"
"Monte Grande, Buenos Aires, Argentina","-34.8271786","-58.4620124","corte-cuadra","30","Esteban Echeverría","2013-12-26 10:02:20"
"Domingo Faustino Sarmiento, Olivos, Buenos Aires, Argentina","-34.5095711","-58.4946862","corte-cuadra","12","Vicente López","2013-12-26 10:02:21"
"Cerrito 1820, Ramos Mejía, Buenos Aires, Argentina","-34.6545845","-58.5509663","corte-cuadra","72","La Matanza","2013-12-26 10:02:26"
"Av Callao 1225, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5945834","-58.3931425","hay-luz",\N,"Recoleta","2013-12-26 10:02:39"
"Gral. Enrique Martínez 1300, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5757839","-58.4589152","hay-luz",\N,"Colegiales","2013-12-26 10:02:43"
"Cucha Cucha 1588, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6044941","-58.4544144","corte-amplio","240","Villa Crespo","2013-12-26 10:03:01"
"Maipú 62, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6074247","-58.3764603","hay-luz",\N,"San Nicolás","2013-12-26 10:03:06"
"Av José María Moreno 419, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6233197","-58.4346237","hay-luz",\N,"Caballito","2013-12-26 10:03:20"
"Av Gral. José de San Martín 974, Gerli, Buenos Aires, Argentina","-34.6852574","-58.3965763","corte-amplio","12","Lanús","2013-12-26 10:03:23"
"Domingo Faustino Sarmiento, Olivos, Buenos Aires, Argentina","-34.5095711","-58.4946862","corte-amplio","10","Vicente López","2013-12-26 10:03:31"
"Malabia 75, Ramos Mejía, Buenos Aires, Argentina","-34.6566528","-58.5484163","corte-cuadra","8","La Matanza","2013-12-26 10:03:33"
"Emilio Mitre, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6326107","-58.4409442","corte-cuadra","10","Parque Chacabuco","2013-12-26 10:03:36"
"Balcarce 1375, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6238873","-58.3697858","corte-cuadra","72","San Telmo","2013-12-26 10:03:40"
"Tomás A. Le Breton, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5705872","-58.4896126","hay-luz",\N,"Villa Urquiza","2013-12-26 10:03:42"
"Av Callao 1225, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5945834","-58.3931425","hay-luz",\N,"Recoleta","2013-12-26 10:03:54"
"Av Corrientes 4678, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6021144","-58.4315051","hay-luz",\N,"Almagro","2013-12-26 10:04:27"
"Wilde, Buenos Aires, Argentina","-34.7040787","-58.3205986","corte-amplio","12","Avellaneda","2013-12-26 10:04:35"
"Gral. Urquiza 356, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6146874","-58.4097554","hay-luz",\N,"Balvanera","2013-12-26 10:04:37"
"Olaguer y Feliu, Martínez, Buenos Aires, Argentina","-34.4985809","-58.5007363","corte-cuadra","10","San Isidro","2013-12-26 10:04:39"
"Sarmiento 4340, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6042872","-58.426435","corte-amplio","72","Almagro","2013-12-26 10:04:40"
"La Plata, Buenos Aires, Argentina","-34.92125","-57.9543333","corte-amplio","12","La Plata","2013-12-26 10:04:56"
"Maestro Vergara, Villa Tesei, Buenos Aires, Argentina","-34.6296272","-58.6397858","hay-luz",\N,"Hurlingham","2013-12-26 10:05:17"
"Florida 648, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6004944","-58.3753871","hay-luz",\N,"San Nicolás","2013-12-26 10:05:24"
